post_cnem,pre_cnem,celltype,is_rare,batch
0.18973982,0.19856352,Macrophage,0,D38
0.34835804,0.33183438,T cell,0,D38
0.28725868,0.2805742,T cell,0,D38
0.47374678,0.36821634,T cell,0,D38
0.28283834,0.27917874,T cell,0,D38
0.30003417,0.2859168,NK cell,0,D38
0.14835823,0.13634759,Macrophage,0,D38
0.30406153,0.30295014,T cell,0,D38
0.36784244,0.343302,T cell,0,D38
0.3249706,0.3004387,T cell,0,D38
0.14469028,0.14438808,Macrophage,0,D38
0.2942446,0.28083026,Macrophage,0,D38
0.12973976,0.12689173,Macrophage,0,D38
0.1832304,0.1640653,Dendritic cell,0,D38
0.12223196,0.12344265,Macrophage,0,D38
0.30777562,0.29978216,T cell,0,D38
0.31356102,0.274235,T cell,0,D38
0.29718107,0.28474367,T cell,0,D38
0.29892075,0.2676785,NK cell,0,D38
0.14139807,0.13634789,Dendritic cell,0,D38
0.32025993,0.29892915,T cell,0,D38
0.108551145,0.1091553,Macrophage,0,D38
0.28977376,0.27157575,T cell,0,D38
0.3540252,0.35342324,T cell,0,D38
0.12072861,0.11940205,Macrophage,0,D38
0.17128241,0.14879107,Dendritic cell,0,D38
0.30972278,0.27658027,T cell,0,D38
0.16701603,0.14757001,Macrophage,0,D38
0.14483237,0.14689195,Macrophage,0,D38
0.22085392,0.19805455,Macrophage,0,D38
0.14265811,0.14135426,Macrophage,0,D38
0.15881836,0.15146017,Macrophage,0,D38
0.3348168,0.29757583,T cell,0,D38
0.23922616,0.21201241,Macrophage,0,D38
0.22811723,0.19684148,Dendritic cell,0,D38
0.25904953,0.24938768,T cell,0,D38
0.27527237,0.2377463,Macrophage,0,D38
0.1395899,0.14215899,Macrophage,0,D38
0.29162097,0.27331442,T cell,0,D38
0.23245603,0.1884036,Dendritic cell,0,D38
0.41738695,0.4073137,NK cell,0,D38
0.21052885,0.20707703,Dendritic cell,0,D38
0.19260609,0.17553675,Macrophage,0,D38
0.24374914,0.2524066,Dendritic cell,0,D38
0.18971074,0.1650759,Macrophage,0,D38
0.14565837,0.14088464,Macrophage,0,D38
0.14021659,0.11652112,Dendritic cell,0,D38
0.2815774,0.2802695,T cell,0,D38
0.19100666,0.17982328,Dendritic cell,0,D38
0.17098826,0.15332663,Dendritic cell,0,D38
0.31931734,0.30672985,T cell,0,D38
0.10778999,0.10727167,Macrophage,0,D38
0.34648645,0.3566413,NK cell,0,D38
0.18788111,0.16444409,Macrophage,0,D38
0.2702049,0.27288336,T cell,0,D38
0.3048675,0.3044551,T cell,0,D38
0.2308718,0.25103414,Macrophage,0,D38
0.2303021,0.19476813,Macrophage,0,D38
0.36380488,0.27892834,T cell,0,D38
0.2495048,0.2514447,T cell,0,D38
0.3031894,0.2801559,T cell,0,D38
0.21162903,0.18891734,Dendritic cell,0,D38
0.34719813,0.30808514,T cell,0,D38
0.19627947,0.17899191,Macrophage,0,D38
0.19621432,0.18538582,Macrophage,0,D38
0.1870743,0.1940186,Macrophage,0,D38
0.18548012,0.1568057,Macrophage,0,D38
0.14185601,0.14272934,Macrophage,0,D38
0.33002508,0.31514275,T cell,0,D38
0.16651201,0.14906514,Macrophage,0,D38
0.160608,0.16118836,Macrophage,0,D38
0.3087986,0.27677083,T cell,0,D38
0.12302756,0.12034637,Macrophage,0,D38
0.113113284,0.11388689,Macrophage,0,D38
0.1310978,0.13442904,Macrophage,0,D38
0.21794379,0.21085691,Dendritic cell,0,D38
0.38127673,0.33241916,T cell,0,D38
0.11000252,0.11146796,Macrophage,0,D38
0.24862278,0.23966491,Macrophage,0,D38
0.14570129,0.14069587,Macrophage,0,D38
0.31812263,0.32497644,B cell,0,D38
0.13794184,0.1358267,Macrophage,0,D38
0.17974794,0.17756087,Macrophage,0,D38
0.2686106,0.27257693,T cell,0,D38
0.2367233,0.23687196,T cell,0,D38
0.12915373,0.13223839,Macrophage,0,D38
0.13205981,0.13248354,Macrophage,0,D38
0.19290578,0.1726892,Macrophage,0,D38
0.14393175,0.14469743,Dendritic cell,0,D38
0.17442095,0.16809845,Macrophage,0,D38
0.35212004,0.28848732,T cell,0,D38
0.2447316,0.24519181,T cell,0,D38
0.29177058,0.2778821,T cell,0,D38
0.15669233,0.12453306,Macrophage,0,D38
0.15713811,0.12993771,Macrophage,0,D38
0.2850405,0.27065867,T cell,0,D38
0.3448943,0.34565014,T cell,0,D38
0.15691137,0.12811846,Macrophage,0,D38
0.12312734,0.10089618,Macrophage,0,D38
0.25241745,0.25279897,T cell,0,D38
0.124197364,0.123785436,Dendritic cell,0,D38
0.18409479,0.17911214,Macrophage,0,D38
0.20203918,0.16568089,Macrophage,0,D38
0.41721922,0.4105022,NK cell,0,D38
0.14543748,0.1440413,Macrophage,0,D38
0.28143466,0.2800817,T cell,0,D38
0.11410487,0.113925636,Macrophage,0,D38
0.15997887,0.14389074,Dendritic cell,0,D38
0.31213087,0.25197375,T cell,0,D38
0.18859518,0.16238755,Macrophage,0,D38
0.28528124,0.2796684,T cell,0,D38
0.26310605,0.26405168,T cell,0,D38
0.12677509,0.12617558,Macrophage,0,D38
0.18572348,0.1520766,Macrophage,0,D38
0.11406517,0.10431898,Macrophage,0,D38
0.15392393,0.1539439,Macrophage,0,D38
0.27412677,0.2728213,T cell,0,D38
0.23428929,0.23375857,T cell,0,D38
0.1672045,0.1373123,Dendritic cell,0,D38
0.18983704,0.17544496,Macrophage,0,D38
0.28139204,0.24085426,Macrophage,0,D38
0.4674278,0.38276672,T cell,0,D38
0.1768421,0.17272544,T cell,0,D38
0.26873004,0.2675823,T cell,0,D38
0.15048099,0.12722856,Dendritic cell,0,D38
0.4393474,0.355022,T cell,0,D38
0.2450229,0.24651814,T cell,0,D38
0.26334524,0.2617445,T cell,0,D38
0.32098103,0.2632786,T cell,0,D38
0.18273234,0.15745747,Dendritic cell,0,D38
0.16016084,0.14486587,Dendritic cell,0,D38
0.28044397,0.28020972,T cell,0,D38
0.23515272,0.23630142,T cell,0,D38
0.18159819,0.15809894,Dendritic cell,0,D38
0.18713081,0.18503171,Macrophage,0,D38
